state,date,cases
Texas,4/6/2020,14
Texas,4/6/2020,1
Texas,4/6/2020,4
Texas,4/6/2020,5
Texas,4/6/2020,11
Texas,4/6/2020,68
Texas,4/6/2020,467
Texas,4/6/2020,2
Texas,4/6/2020,27
Texas,4/6/2020,151
Texas,4/6/2020,94
Texas,4/6/2020,5
Texas,4/6/2020,2
Texas,4/6/2020,4
Texas,4/6/2020,3
Texas,4/6/2020,11
Texas,4/6/2020,87
Texas,4/6/2020,1
Texas,4/6/2020,5
Texas,4/6/2020,10
Texas,4/6/2020,17
Texas,4/6/2020,5
Texas,4/6/2020,3
Texas,4/6/2020,306
Texas,4/6/2020,2
Texas,4/6/2020,22
Texas,4/6/2020,1
Texas,4/6/2020,5
Texas,4/6/2020,2
Texas,4/6/2020,1155
Texas,4/6/2020,3
Texas,4/6/2020,7
Texas,4/6/2020,5
Texas,4/6/2020,337
Texas,4/6/2020,7
Texas,4/6/2020,3
Texas,4/6/2020,30
Texas,4/6/2020,125
Texas,4/6/2020,38
Texas,4/6/2020,7
Texas,4/6/2020,1
Texas,4/6/2020,2
Texas,4/6/2020,16
Texas,4/6/2020,318
Texas,4/6/2020,1
Texas,4/6/2020,1
Texas,4/6/2020,256
Texas,4/6/2020,2
Texas,4/6/2020,1
Texas,4/6/2020,1
Texas,4/6/2020,5
Texas,4/6/2020,14
Texas,4/6/2020,26
Texas,4/6/2020,3
Texas,4/6/2020,28
Texas,4/6/2020,7
Texas,4/6/2020,28
Texas,4/6/2020,1809
Texas,4/6/2020,6
Texas,4/6/2020,59
Texas,4/6/2020,1
Texas,4/6/2020,1
Texas,4/6/2020,99
Texas,4/6/2020,5
Texas,4/6/2020,10
Texas,4/6/2020,11
Texas,4/6/2020,4
Texas,4/6/2020,8
Texas,4/6/2020,2
Texas,4/6/2020,3
Texas,4/6/2020,3
Texas,4/6/2020,64
Texas,4/6/2020,2
Texas,4/6/2020,22
Texas,4/6/2020,2
Texas,4/6/2020,10
Texas,4/6/2020,10
Texas,4/6/2020,2
Texas,4/6/2020,2
Texas,4/6/2020,5
Texas,4/6/2020,1
Texas,4/6/2020,1
Texas,4/6/2020,2
Texas,4/6/2020,2
Texas,4/6/2020,2
Texas,4/6/2020,8
Texas,4/6/2020,3
Texas,4/6/2020,3
Texas,4/6/2020,3
Texas,4/6/2020,180
Texas,4/6/2020,3
Texas,4/6/2020,1
Texas,4/6/2020,1
Texas,4/6/2020,42
Texas,4/6/2020,7
Texas,4/6/2020,56
Texas,4/6/2020,6
Texas,4/6/2020,27
Texas,4/6/2020,3
Texas,4/6/2020,1
Texas,4/6/2020,161
Texas,4/6/2020,6
Texas,4/6/2020,1
Texas,4/6/2020,16
Texas,4/6/2020,8
Texas,4/6/2020,1
Texas,4/6/2020,59
Texas,4/6/2020,2
Texas,4/6/2020,23
Texas,4/6/2020,1
Texas,4/6/2020,4
Texas,4/6/2020,6
Texas,4/6/2020,1
Texas,4/6/2020,8
Texas,4/6/2020,41
Texas,4/6/2020,36
Texas,4/6/2020,2
Texas,4/6/2020,11
Texas,4/6/2020,12
Texas,4/6/2020,4
Texas,4/6/2020,1
Texas,4/6/2020,7
Texas,4/6/2020,11
Texas,4/6/2020,62
Texas,4/6/2020,6
Texas,4/6/2020,1
Texas,4/6/2020,452
Texas,4/6/2020,27
Texas,4/6/2020,4
Texas,4/6/2020,1
Texas,4/6/2020,20
Texas,4/6/2020,502
Texas,4/6/2020,2
Texas,4/6/2020,2
Texas,4/6/2020,3
Texas,4/6/2020,4
Texas,4/6/2020,11
Texas,4/6/2020,7
Texas,4/6/2020,50
Texas,4/6/2020,15
Texas,4/6/2020,9
Texas,4/6/2020,21
Texas,4/6/2020,110
Texas,4/6/2020,9
Texas,4/6/2020,48
Texas,4/6/2020,5
Texas,4/6/2020,81
Texas,4/6/2020,6
Texas,4/6/2020,3
Texas,4/6/2020,2
Texas,4/6/2020,3
Texas,4/6/2020,1
Washington,4/6/2020,27
Washington,4/6/2020,4
Washington,4/6/2020,175
Washington,4/6/2020,34
Washington,4/6/2020,8
Washington,4/6/2020,168
Washington,4/6/2020,1
Washington,4/6/2020,21
Washington,4/6/2020,10
Washington,4/6/2020,1
Washington,4/6/2020,64
Washington,4/6/2020,90
Washington,4/6/2020,6
Washington,4/6/2020,142
Washington,4/6/2020,27
Washington,4/6/2020,3333
Washington,4/6/2020,111
Washington,4/6/2020,13
Washington,4/6/2020,11
Washington,4/6/2020,16
Washington,4/6/2020,1
Washington,4/6/2020,15
Washington,4/6/2020,9
Washington,4/6/2020,1
Washington,4/6/2020,724
Washington,4/6/2020,10
Washington,4/6/2020,166
Washington,4/6/2020,2
Washington,4/6/2020,1602
Washington,4/6/2020,226
Washington,4/6/2020,5
Washington,4/6/2020,72
Washington,4/6/2020,653
Washington,4/6/2020,2
Washington,4/6/2020,14
Washington,4/6/2020,228
Washington,4/6/2020,13
Washington,4/6/2020,380
Georgia,4/7/2020,6
Georgia,4/7/2020,4
Georgia,4/7/2020,11
Georgia,4/7/2020,10
Georgia,4/7/2020,27
Georgia,4/7/2020,4
Georgia,4/7/2020,42
Georgia,4/7/2020,191
Georgia,4/7/2020,6
Georgia,4/7/2020,4
Georgia,4/7/2020,46
Georgia,4/7/2020,1
Georgia,4/7/2020,5
Georgia,4/7/2020,6
Georgia,4/7/2020,26
Georgia,4/7/2020,10
Georgia,4/7/2020,15
Georgia,4/7/2020,18
Georgia,4/7/2020,31
Georgia,4/7/2020,17
Georgia,4/7/2020,4
Georgia,4/7/2020,183
Georgia,4/7/2020,7
Georgia,4/7/2020,3
Georgia,4/7/2020,120
Georgia,4/7/2020,2
Georgia,4/7/2020,4
Georgia,4/7/2020,147
Georgia,4/7/2020,78
Georgia,4/7/2020,12
Georgia,4/7/2020,278
Georgia,4/7/2020,3
Georgia,4/7/2020,566
Georgia,4/7/2020,41
Georgia,4/7/2020,70
Georgia,4/7/2020,46
Georgia,4/7/2020,4
Georgia,4/7/2020,80
Georgia,4/7/2020,1
Georgia,4/7/2020,46
Georgia,4/7/2020,1
Georgia,4/7/2020,20
Georgia,4/7/2020,673
Georgia,4/7/2020,21
Georgia,4/7/2020,8
Georgia,4/7/2020,27
Georgia,4/7/2020,973
Georgia,4/7/2020,117
Georgia,4/7/2020,96
Georgia,4/7/2020,1
Georgia,4/7/2020,18
Georgia,4/7/2020,2
Georgia,4/7/2020,3
Georgia,4/7/2020,10
Georgia,4/7/2020,81
Georgia,4/7/2020,92
Georgia,4/7/2020,99
Georgia,4/7/2020,3
Georgia,4/7/2020,1185
Georgia,4/7/2020,3
Georgia,4/7/2020,30
Georgia,4/7/2020,25
Georgia,4/7/2020,6
Georgia,4/7/2020,23
Georgia,4/7/2020,540
Georgia,4/7/2020,7
Georgia,4/7/2020,215
Georgia,4/7/2020,1
Georgia,4/7/2020,17
Georgia,4/7/2020,12
Georgia,4/7/2020,3
Georgia,4/7/2020,3
Georgia,4/7/2020,208
Georgia,4/7/2020,85
Georgia,4/7/2020,9
Georgia,4/7/2020,23
Georgia,4/7/2020,6
Georgia,4/7/2020,1
Georgia,4/7/2020,4
Georgia,4/7/2020,7
Georgia,4/7/2020,6
Georgia,4/7/2020,7
Georgia,4/7/2020,15
Georgia,4/7/2020,5
Georgia,4/7/2020,24
Georgia,4/7/2020,204
Georgia,4/7/2020,13
Georgia,4/7/2020,6
Georgia,4/7/2020,1
Georgia,4/7/2020,45
Georgia,4/7/2020,9
Georgia,4/7/2020,10
Georgia,4/7/2020,9
Georgia,4/7/2020,4
Georgia,4/7/2020,16
Georgia,4/7/2020,3
Georgia,4/7/2020,20
Georgia,4/7/2020,11
Georgia,4/7/2020,100
Georgia,4/7/2020,13
Georgia,4/7/2020,10
Georgia,4/7/2020,11
Georgia,4/7/2020,54
Georgia,4/7/2020,67
Georgia,4/7/2020,33
Georgia,4/7/2020,2
Georgia,4/7/2020,62
Georgia,4/7/2020,20
Georgia,4/7/2020,10
Georgia,4/7/2020,32
Georgia,4/7/2020,10
Georgia,4/7/2020,20
Georgia,4/7/2020,8
Georgia,4/7/2020,5
Georgia,4/7/2020,4
Georgia,4/7/2020,5
Georgia,4/7/2020,83
Georgia,4/7/2020,75
Georgia,4/7/2020,86
Georgia,4/7/2020,10
Georgia,4/7/2020,4
Georgia,4/7/2020,13
Georgia,4/7/2020,54
Georgia,4/7/2020,13
Georgia,4/7/2020,4
Georgia,4/7/2020,162
Georgia,4/7/2020,8
Georgia,4/7/2020,3
Georgia,4/7/2020,4
Georgia,4/7/2020,4
Georgia,4/7/2020,92
Georgia,4/7/2020,42
Georgia,4/7/2020,45
Georgia,4/7/2020,8
Georgia,4/7/2020,2
Georgia,4/7/2020,1
Georgia,4/7/2020,47
Georgia,4/7/2020,19
Georgia,4/7/2020,2
Georgia,4/7/2020,4
Georgia,4/7/2020,441
Georgia,4/7/2020,29
Georgia,4/7/2020,4
Georgia,4/7/2020,25
Georgia,4/7/2020,37
Georgia,4/7/2020,6
Georgia,4/7/2020,13
Georgia,4/7/2020,3
Georgia,4/7/2020,4
Georgia,4/7/2020,1
Georgia,4/7/2020,10
Georgia,4/7/2020,21
Georgia,4/7/2020,2
Georgia,4/7/2020,5
Georgia,4/7/2020,3
Georgia,4/7/2020,60
Texas,4/7/2020,1
Texas,4/7/2020,10
Texas,4/7/2020,14
Texas,4/7/2020,1
Texas,4/7/2020,4
Texas,4/7/2020,6
Texas,4/7/2020,15
Texas,4/7/2020,68
Texas,4/7/2020,514
Texas,4/7/2020,4
Texas,4/7/2020,27
Texas,4/7/2020,167
Texas,4/7/2020,94
Texas,4/7/2020,6
Texas,4/7/2020,5
Texas,4/7/2020,5
Texas,4/7/2020,5
Texas,4/7/2020,12
Texas,4/7/2020,1
Texas,4/7/2020,101
Texas,4/7/2020,1
Texas,4/7/2020,5
Texas,4/7/2020,10
Texas,4/7/2020,17
Texas,4/7/2020,6
Texas,4/7/2020,3
Texas,4/7/2020,343
Texas,4/7/2020,3
Texas,4/7/2020,22
Texas,4/7/2020,3
Texas,4/7/2020,11
Texas,4/7/2020,2
Texas,4/7/2020,1
Texas,4/7/2020,1
Texas,4/7/2020,1261
Texas,4/7/2020,5
Texas,4/7/2020,7
Texas,4/7/2020,7
Texas,4/7/2020,366
Texas,4/7/2020,7
Texas,4/7/2020,3
Texas,4/7/2020,30
Texas,4/7/2020,153
Texas,4/7/2020,38
Texas,4/7/2020,8
Texas,4/7/2020,1
Texas,4/7/2020,2
Texas,4/7/2020,16
Texas,4/7/2020,318
Texas,4/7/2020,1
Texas,4/7/2020,1
Texas,4/7/2020,272
Texas,4/7/2020,2
Texas,4/7/2020,3
Texas,4/7/2020,1
Texas,4/7/2020,9
Texas,4/7/2020,14
Texas,4/7/2020,26
Texas,4/7/2020,4
Texas,4/7/2020,39
Texas,4/7/2020,7
Texas,4/7/2020,1
Texas,4/7/2020,1
Texas,4/7/2020,28
Texas,4/7/2020,2146
Texas,4/7/2020,11
Texas,4/7/2020,59
Texas,4/7/2020,1
Texas,4/7/2020,1
Texas,4/7/2020,128
Texas,4/7/2020,5
Texas,4/7/2020,10
Texas,4/7/2020,11
Texas,4/7/2020,4
Texas,4/7/2020,8
Texas,4/7/2020,2
Texas,4/7/2020,4
Texas,4/7/2020,3
Texas,4/7/2020,78
Texas,4/7/2020,2
Texas,4/7/2020,27
Texas,4/7/2020,2
Texas,4/7/2020,14
Texas,4/7/2020,10
Texas,4/7/2020,2
Texas,4/7/2020,2
Texas,4/7/2020,1
Texas,4/7/2020,6
Texas,4/7/2020,1
Texas,4/7/2020,2
Texas,4/7/2020,2
Texas,4/7/2020,2
Texas,4/7/2020,2
Texas,4/7/2020,12
Texas,4/7/2020,6
Texas,4/7/2020,3
Texas,4/7/2020,3
Texas,4/7/2020,180
Texas,4/7/2020,3
Texas,4/7/2020,2
Texas,4/7/2020,1
Texas,4/7/2020,42
Texas,4/7/2020,7
Texas,4/7/2020,62
Texas,4/7/2020,6
Texas,4/7/2020,27
Texas,4/7/2020,3
Texas,4/7/2020,1
Texas,4/7/2020,1
Texas,4/7/2020,161
Texas,4/7/2020,7
Texas,4/7/2020,1
Texas,4/7/2020,21
Texas,4/7/2020,8
Texas,4/7/2020,1
Texas,4/7/2020,59
Texas,4/7/2020,3
Texas,4/7/2020,26
Texas,4/7/2020,2
Texas,4/7/2020,4
Texas,4/7/2020,6
Texas,4/7/2020,1
Texas,4/7/2020,8
Texas,4/7/2020,41
Texas,4/7/2020,36
Texas,4/7/2020,2
Texas,4/7/2020,11
Texas,4/7/2020,12
Texas,4/7/2020,4
Texas,4/7/2020,1
Texas,4/7/2020,7
Texas,4/7/2020,13
Texas,4/7/2020,63
Texas,4/7/2020,7
Texas,4/7/2020,1
Texas,4/7/2020,452
Texas,4/7/2020,31
Texas,4/7/2020,4
Texas,4/7/2020,2
Texas,4/7/2020,24
Texas,4/7/2020,502
Texas,4/7/2020,2
Texas,4/7/2020,2
Texas,4/7/2020,5
Texas,4/7/2020,5
Texas,4/7/2020,11
Texas,4/7/2020,7
Texas,4/7/2020,50
Texas,4/7/2020,15
Texas,4/7/2020,11
Texas,4/7/2020,21
Texas,4/7/2020,125
Texas,4/7/2020,17
Texas,4/7/2020,48
Texas,4/7/2020,5
Texas,4/7/2020,81
Texas,4/7/2020,7
Texas,4/7/2020,3
Texas,4/7/2020,4
Texas,4/7/2020,3
Texas,4/7/2020,1
Washington,4/7/2020,29
Washington,4/7/2020,4
Washington,4/7/2020,179
Washington,4/7/2020,34
Washington,4/7/2020,9
Washington,4/7/2020,185
Washington,4/7/2020,1
Washington,4/7/2020,21
Washington,4/7/2020,10
Washington,4/7/2020,1
Washington,4/7/2020,75
Washington,4/7/2020,93
Washington,4/7/2020,6
Washington,4/7/2020,145
Washington,4/7/2020,27
Washington,4/7/2020,3488
Washington,4/7/2020,119
Washington,4/7/2020,13
Washington,4/7/2020,11
Washington,4/7/2020,16
Washington,4/7/2020,1
Washington,4/7/2020,17
Washington,4/7/2020,10
Washington,4/7/2020,1
Washington,4/7/2020,767
Washington,4/7/2020,11
Washington,4/7/2020,169
Washington,4/7/2020,2
Washington,4/7/2020,1658
Washington,4/7/2020,231
Washington,4/7/2020,5
Washington,4/7/2020,74
Washington,4/7/2020,601
Washington,4/7/2020,2
Washington,4/7/2020,17
Washington,4/7/2020,238
Washington,4/7/2020,13
Washington,4/7/2020,400
Georgia,4/8/2020,7
Georgia,4/8/2020,4
Georgia,4/8/2020,13
Georgia,4/8/2020,9
Georgia,4/8/2020,30
Georgia,4/8/2020,4
Georgia,4/8/2020,46
Georgia,4/8/2020,195
Georgia,4/8/2020,6
Georgia,4/8/2020,4
Georgia,4/8/2020,51
Georgia,4/8/2020,1
Georgia,4/8/2020,5
Georgia,4/8/2020,16
Georgia,4/8/2020,25
Georgia,4/8/2020,12
Georgia,4/8/2020,19
Georgia,4/8/2020,23
Georgia,4/8/2020,35
Georgia,4/8/2020,19
Georgia,4/8/2020,4
Georgia,4/8/2020,184
Georgia,4/8/2020,8
Georgia,4/8/2020,3
Georgia,4/8/2020,124
Georgia,4/8/2020,2
Georgia,4/8/2020,4
Georgia,4/8/2020,155
Georgia,4/8/2020,81
Georgia,4/8/2020,13
Georgia,4/8/2020,289
Georgia,4/8/2020,3
Georgia,4/8/2020,608
Georgia,4/8/2020,46
Georgia,4/8/2020,79
Georgia,4/8/2020,50
Georgia,4/8/2020,4
Georgia,4/8/2020,82
Georgia,4/8/2020,3
Georgia,4/8/2020,52
Georgia,4/8/2020,2
Georgia,4/8/2020,23
Georgia,4/8/2020,732
Georgia,4/8/2020,22
Georgia,4/8/2020,9
Georgia,4/8/2020,28
Georgia,4/8/2020,1001
Georgia,4/8/2020,124
Georgia,4/8/2020,97
Georgia,4/8/2020,2
Georgia,4/8/2020,19
Georgia,4/8/2020,3
Georgia,4/8/2020,5
Georgia,4/8/2020,9
Georgia,4/8/2020,90
Georgia,4/8/2020,97
Georgia,4/8/2020,98
Georgia,4/8/2020,3
Georgia,4/8/2020,1261
Georgia,4/8/2020,4
Georgia,4/8/2020,32
Georgia,4/8/2020,26
Georgia,4/8/2020,8
Georgia,4/8/2020,23
Georgia,4/8/2020,586
Georgia,4/8/2020,8
Georgia,4/8/2020,233
Georgia,4/8/2020,1
Georgia,4/8/2020,15
Georgia,4/8/2020,15
Georgia,4/8/2020,3
Georgia,4/8/2020,2
Georgia,4/8/2020,219
Georgia,4/8/2020,99
Georgia,4/8/2020,11
Georgia,4/8/2020,23
Georgia,4/8/2020,5
Georgia,4/8/2020,1
Georgia,4/8/2020,4
Georgia,4/8/2020,7
Georgia,4/8/2020,13
Georgia,4/8/2020,7
Georgia,4/8/2020,15
Georgia,4/8/2020,5
Georgia,4/8/2020,27
Georgia,4/8/2020,210
Georgia,4/8/2020,13
Georgia,4/8/2020,6
Georgia,4/8/2020,1
Georgia,4/8/2020,49
Georgia,4/8/2020,9
Georgia,4/8/2020,12
Georgia,4/8/2020,10
Georgia,4/8/2020,7
Georgia,4/8/2020,17
Georgia,4/8/2020,3
Georgia,4/8/2020,18
Georgia,4/8/2020,9
Georgia,4/8/2020,113
Georgia,4/8/2020,12
Georgia,4/8/2020,12
Georgia,4/8/2020,12
Georgia,4/8/2020,94
Georgia,4/8/2020,67
Georgia,4/8/2020,33
Georgia,4/8/2020,2
Georgia,4/8/2020,66
Georgia,4/8/2020,19
Georgia,4/8/2020,10
Georgia,4/8/2020,39
Georgia,4/8/2020,11
Georgia,4/8/2020,22
Georgia,4/8/2020,9
Georgia,4/8/2020,5
Georgia,4/8/2020,4
Georgia,4/8/2020,6
Georgia,4/8/2020,87
Georgia,4/8/2020,79
Georgia,4/8/2020,85
Georgia,4/8/2020,10
Georgia,4/8/2020,4
Georgia,4/8/2020,13
Georgia,4/8/2020,56
Georgia,4/8/2020,15
Georgia,4/8/2020,4
Georgia,4/8/2020,180
Georgia,4/8/2020,7
Georgia,4/8/2020,3
Georgia,4/8/2020,5
Georgia,4/8/2020,6
Georgia,4/8/2020,95
Georgia,4/8/2020,56
Georgia,4/8/2020,52
Georgia,4/8/2020,8
Georgia,4/8/2020,2
Georgia,4/8/2020,1
Georgia,4/8/2020,49
Georgia,4/8/2020,22
Georgia,4/8/2020,2
Georgia,4/8/2020,5
Georgia,4/8/2020,871
Georgia,4/8/2020,39
Georgia,4/8/2020,4
Georgia,4/8/2020,27
Georgia,4/8/2020,43
Georgia,4/8/2020,6
Georgia,4/8/2020,16
Georgia,4/8/2020,3
Georgia,4/8/2020,3
Georgia,4/8/2020,1
Georgia,4/8/2020,11
Georgia,4/8/2020,19
Georgia,4/8/2020,2
Georgia,4/8/2020,5
Georgia,4/8/2020,8
Georgia,4/8/2020,65
Texas,4/8/2020,1
Texas,4/8/2020,10
Texas,4/8/2020,15
Texas,4/8/2020,1
Texas,4/8/2020,5
Texas,4/8/2020,6
Texas,4/8/2020,18
Texas,4/8/2020,1
Texas,4/8/2020,74
Texas,4/8/2020,514
Texas,4/8/2020,4
Texas,4/8/2020,35
Texas,4/8/2020,184
Texas,4/8/2020,108
Texas,4/8/2020,6
Texas,4/8/2020,5
Texas,4/8/2020,5
Texas,4/8/2020,5
Texas,4/8/2020,12
Texas,4/8/2020,1
Texas,4/8/2020,108
Texas,4/8/2020,1
Texas,4/8/2020,5
Texas,4/8/2020,10
Texas,4/8/2020,22
Texas,4/8/2020,6
Texas,4/8/2020,3
Texas,4/8/2020,378
Texas,4/8/2020,3
Texas,4/8/2020,29
Texas,4/8/2020,3
Texas,4/8/2020,11
Texas,4/8/2020,2
Texas,4/8/2020,1
Texas,4/8/2020,1
Texas,4/8/2020,1324
Texas,4/8/2020,5
Texas,4/8/2020,7
Texas,4/8/2020,7
Texas,4/8/2020,1
Texas,4/8/2020,398
Texas,4/8/2020,1
Texas,4/8/2020,7
Texas,4/8/2020,3
Texas,4/8/2020,30
Texas,4/8/2020,153
Texas,4/8/2020,44
Texas,4/8/2020,8
Texas,4/8/2020,1
Texas,4/8/2020,2
Texas,4/8/2020,16
Texas,4/8/2020,1
Texas,4/8/2020,417
Texas,4/8/2020,1
Texas,4/8/2020,1
Texas,4/8/2020,1
Texas,4/8/2020,287
Texas,4/8/2020,2
Texas,4/8/2020,3
Texas,4/8/2020,1
Texas,4/8/2020,9
Texas,4/8/2020,14
Texas,4/8/2020,34
Texas,4/8/2020,4
Texas,4/8/2020,45
Texas,4/8/2020,7
Texas,4/8/2020,1
Texas,4/8/2020,1
Texas,4/8/2020,39
Texas,4/8/2020,2341
Texas,4/8/2020,11
Texas,4/8/2020,77
Texas,4/8/2020,1
Texas,4/8/2020,1
Texas,4/8/2020,128
Texas,4/8/2020,5
Texas,4/8/2020,10
Texas,4/8/2020,12
Texas,4/8/2020,4
Texas,4/8/2020,8
Texas,4/8/2020,2
Texas,4/8/2020,4
Texas,4/8/2020,3
Texas,4/8/2020,78
Texas,4/8/2020,2
Texas,4/8/2020,30
Texas,4/8/2020,1
Texas,4/8/2020,2
Texas,4/8/2020,14
Texas,4/8/2020,9
Texas,4/8/2020,2
Texas,4/8/2020,2
Texas,4/8/2020,1
Texas,4/8/2020,6
Texas,4/8/2020,1
Texas,4/8/2020,2
Texas,4/8/2020,2
Texas,4/8/2020,2
Texas,4/8/2020,2
Texas,4/8/2020,14
Texas,4/8/2020,6
Texas,4/8/2020,3
Texas,4/8/2020,3
Texas,4/8/2020,191
Texas,4/8/2020,3
Texas,4/8/2020,2
Texas,4/8/2020,1
Texas,4/8/2020,44
Texas,4/8/2020,7
Texas,4/8/2020,62
Texas,4/8/2020,7
Texas,4/8/2020,30
Texas,4/8/2020,7
Texas,4/8/2020,1
Texas,4/8/2020,1
Texas,4/8/2020,197
Texas,4/8/2020,7
Texas,4/8/2020,1
Texas,4/8/2020,21
Texas,4/8/2020,8
Texas,4/8/2020,1
Texas,4/8/2020,69
Texas,4/8/2020,3
Texas,4/8/2020,26
Texas,4/8/2020,2
Texas,4/8/2020,4
Texas,4/8/2020,6
Texas,4/8/2020,1
Texas,4/8/2020,8
Texas,4/8/2020,47
Texas,4/8/2020,40
Texas,4/8/2020,2
Texas,4/8/2020,11
Texas,4/8/2020,12
Texas,4/8/2020,7
Texas,4/8/2020,1
Texas,4/8/2020,7
Texas,4/8/2020,13
Texas,4/8/2020,82
Texas,4/8/2020,7
Texas,4/8/2020,1
Texas,4/8/2020,588
Texas,4/8/2020,31
Texas,4/8/2020,4
Texas,4/8/2020,2
Texas,4/8/2020,24
Texas,4/8/2020,596
Texas,4/8/2020,2
Texas,4/8/2020,2
Texas,4/8/2020,5
Texas,4/8/2020,5
Texas,4/8/2020,11
Texas,4/8/2020,7
Texas,4/8/2020,59
Texas,4/8/2020,15
Texas,4/8/2020,11
Texas,4/8/2020,26
Texas,4/8/2020,135
Texas,4/8/2020,17
Texas,4/8/2020,50
Texas,4/8/2020,5
Texas,4/8/2020,87
Texas,4/8/2020,7
Texas,4/8/2020,3
Texas,4/8/2020,4
Texas,4/8/2020,3
Texas,4/8/2020,1
Washington,4/8/2020,30
Washington,4/8/2020,4
Washington,4/8/2020,190
Washington,4/8/2020,35
Washington,4/8/2020,10
Washington,4/8/2020,190
Washington,4/8/2020,1
Washington,4/8/2020,21
Washington,4/8/2020,12
Washington,4/8/2020,1
Washington,4/8/2020,75
Washington,4/8/2020,95
Washington,4/8/2020,7
Washington,4/8/2020,149
Washington,4/8/2020,27
Washington,4/8/2020,3690
Washington,4/8/2020,119
Washington,4/8/2020,15
Washington,4/8/2020,11
Washington,4/8/2020,17
Washington,4/8/2020,1
Washington,4/8/2020,17
Washington,4/8/2020,12
Washington,4/8/2020,1
Washington,4/8/2020,802
Washington,4/8/2020,12
Washington,4/8/2020,169
Washington,4/8/2020,2
Washington,4/8/2020,1694
Washington,4/8/2020,231
Washington,4/8/2020,6
Washington,4/8/2020,77
Washington,4/8/2020,705
Washington,4/8/2020,2
Washington,4/8/2020,17
Washington,4/8/2020,238
Washington,4/8/2020,13
Washington,4/8/2020,400
Georgia,4/9/2020,7
Georgia,4/9/2020,4
Georgia,4/9/2020,13
Georgia,4/9/2020,11
Georgia,4/9/2020,32
Georgia,4/9/2020,5
Georgia,4/9/2020,48
Georgia,4/9/2020,203
Georgia,4/9/2020,7
Georgia,4/9/2020,6
Georgia,4/9/2020,56
Georgia,4/9/2020,1
Georgia,4/9/2020,6
Georgia,4/9/2020,17
Georgia,4/9/2020,28
Georgia,4/9/2020,15
Georgia,4/9/2020,21
Georgia,4/9/2020,25
Georgia,4/9/2020,37
Georgia,4/9/2020,19
Georgia,4/9/2020,4
Georgia,4/9/2020,195
Georgia,4/9/2020,10
Georgia,4/9/2020,2
Georgia,4/9/2020,131
Georgia,4/9/2020,3
Georgia,4/9/2020,4
Georgia,4/9/2020,167
Georgia,4/9/2020,82
Georgia,4/9/2020,15
Georgia,4/9/2020,298
Georgia,4/9/2020,3
Georgia,4/9/2020,653
Georgia,4/9/2020,50
Georgia,4/9/2020,79
Georgia,4/9/2020,58
Georgia,4/9/2020,6
Georgia,4/9/2020,87
Georgia,4/9/2020,3
Georgia,4/9/2020,60
Georgia,4/9/2020,2
Georgia,4/9/2020,24
Georgia,4/9/2020,766
Georgia,4/9/2020,25
Georgia,4/9/2020,9
Georgia,4/9/2020,35
Georgia,4/9/2020,1042
Georgia,4/9/2020,134
Georgia,4/9/2020,105
Georgia,4/9/2020,2
Georgia,4/9/2020,19
Georgia,4/9/2020,3
Georgia,4/9/2020,7
Georgia,4/9/2020,9
Georgia,4/9/2020,93
Georgia,4/9/2020,100
Georgia,4/9/2020,109
Georgia,4/9/2020,3
Georgia,4/9/2020,1336
Georgia,4/9/2020,4
Georgia,4/9/2020,31
Georgia,4/9/2020,27
Georgia,4/9/2020,13
Georgia,4/9/2020,24
Georgia,4/9/2020,618
Georgia,4/9/2020,11
Georgia,4/9/2020,247
Georgia,4/9/2020,1
Georgia,4/9/2020,15
Georgia,4/9/2020,17
Georgia,4/9/2020,3
Georgia,4/9/2020,3
Georgia,4/9/2020,233
Georgia,4/9/2020,108
Georgia,4/9/2020,11
Georgia,4/9/2020,26
Georgia,4/9/2020,6
Georgia,4/9/2020,1
Georgia,4/9/2020,4
Georgia,4/9/2020,8
Georgia,4/9/2020,14
Georgia,4/9/2020,9
Georgia,4/9/2020,15
Georgia,4/9/2020,5
Georgia,4/9/2020,27
Georgia,4/9/2020,217
Georgia,4/9/2020,14
Georgia,4/9/2020,6
Georgia,4/9/2020,1
Georgia,4/9/2020,53
Georgia,4/9/2020,9
Georgia,4/9/2020,16
Georgia,4/9/2020,10
Georgia,4/9/2020,8
Georgia,4/9/2020,18
Georgia,4/9/2020,3
Georgia,4/9/2020,18
Georgia,4/9/2020,9
Georgia,4/9/2020,118
Georgia,4/9/2020,12
Georgia,4/9/2020,13
Georgia,4/9/2020,12
Georgia,4/9/2020,118
Georgia,4/9/2020,70
Georgia,4/9/2020,34
Georgia,4/9/2020,5
Georgia,4/9/2020,69
Georgia,4/9/2020,20
Georgia,4/9/2020,10
Georgia,4/9/2020,40
Georgia,4/9/2020,12
Georgia,4/9/2020,22
Georgia,4/9/2020,9
Georgia,4/9/2020,5
Georgia,4/9/2020,4
Georgia,4/9/2020,6
Georgia,4/9/2020,95
Georgia,4/9/2020,89
Georgia,4/9/2020,85
Georgia,4/9/2020,11
Georgia,4/9/2020,5
Georgia,4/9/2020,13
Georgia,4/9/2020,60
Georgia,4/9/2020,15
Georgia,4/9/2020,4
Georgia,4/9/2020,194
Georgia,4/9/2020,8
Georgia,4/9/2020,3
Georgia,4/9/2020,5
Georgia,4/9/2020,7
Georgia,4/9/2020,98
Georgia,4/9/2020,72
Georgia,4/9/2020,55
Georgia,4/9/2020,11
